review_id,review,positive_first,use_negative_dot,use_positive_dot,positive_len_1,positive_len_2,negative_len_1,negative_len_2,positive_negative_len_prop_1,positive_negative_len_prop_2,use_extreme_positive_words_1,use_extreme_positive_words_2,use_extreme_positive_words_3,use_extreme_negative_words_1,use_extreme_negative_words_2,use_extreme_negative_words_3,topic_price_positive,topic_facilities_positive,topic_design_positive,topic_location_positive,topic_room_positive,topic_staff_positive,topic_food_positive,topic_metro_positive,topic_bathroom_positive,topic_view_positive,topic_price_negative,topic_staff_negative,topic_bathroom_negative,topic_room_negative,topic_food_negative,topic_location_negative,topic_facilities_negative,topic_air_negative,use_negative_nothing_to_dislike,use_positive_nothing,detailed,list,positive_buttom_line_recommendation,negative_buttom_line_recommendation
121,"Positive: Very clean. Comfortable bed. Friendly and helpful personnel 
Negative: Furniture battered rather than distressed. Towels and'd cor adequate. Wiring on a lamp and socket need attention ",1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
122,"Negative: I have asked a double bed but the room had 2 twin beds pushed together and it was not comfortable to sleep. Positive: Room size
",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,"Positive: Room size
Negative: I have asked a double bed but the room had 2 twin beds pushed together and it was not comfortable to sleep ",1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,"Negative: very poor breakfast. Positive: nice hotel, very well heated, very cosy and calm, its a small hotel u feel like home
",0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,"Positive: nice hotel very well heated very cosy and calm its a small hotel u feel like home
Negative: very poor breakfast",1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126,"Negative: 1. I had been introduced to some benefits that were not clear such as complementary access to food and beverages in the executive lounge. Although they said it was free I was astonished that they charged everything to my bill. 2. there are NO Arabic TV channels in the room. Positive: I felt just at home
",0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
127,"Positive: I felt just at home
Negative: 1 I had been introduced to some benefits that were not clear such as complementary access to food and beverages in the executive lounge Although they said it was free I was astonished that they charged everything to my bill 2 there are NO Arabic TV channels in the room ",1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
128,"Negative: Positive: I really enjoyed the hotel. It has everything of a luxurious hotel without being pretentious. Quiet discret and relaxing. The rooms were tastefully decorated modern and clean. Great staff. Great location. Great Gym. Amazing breakfast. Very good restaurant. Beautiful terrace
",0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,"Positive: I really enjoyed the hotel. It has everything of a luxurious hotel without being pretentious. Quiet discret and relaxing. The rooms were tastefully decorated modern and clean. Great staff. Great location. Great. Gym. Amazing breakfast. Very good restaurant. Beautiful terrace
Negative:",1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
130,"Negative: A minor issue is the check in desk not affording any privacy should you require it. Not an issue for us but it could be for others. Positive: A wonderful boutique hotel in on the doorstep on Buckingham Palace. The staff are friendly and interested and will do anything they can to assist you and make your stay more pleasant. The all day buffet of sweets snacks and ice cream by day and hot and cold dishes by night is a delightful touch and the champagne trolley on check in is second to none. The atmosphere is perfect, Relaxing quiet and comfortable and my family loved it. I won't dream of staying anywhere else when I visit the capital from now on 
",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
131,"Positive: A wonderful boutique hotel in on the doorstep on Buckingham Palace The staff are friendly and interested and will do anything they can to assist you and make your stay more pleasant The all day buffet of sweets snacks and ice cream by day and hot and cold dishes by night is a delightful touch and the champagne trolley on check in is second to none The atmosphere is perfect Relaxing quiet and comfortable and my family loved it I won t dream of staying anywhere else when I visit the capital from now on 
Negative: A minor issue is the check in desk not affording any privacy should you require it Not an issue for us but it could be for others ",1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
132,"Negative: small hotel location, very small room, hearing other rooms sound high rate Positive: requirement in room cleanness, staff friendly gym room availability. Near to Shanzelize
",0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
133,"Negative: The bar downstairs was extremely noisy when we arrived, it was not exactly a relaxing atmosphere. Air quality in the room was poor not possible to open a window. Positive: Family room in the old building was very spacious. Very easy access to central London and Richmond where we had to be for a wedding.",0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
134,"Negative: Perhaps things like coffee could be complimentary for guests and maybe a house wine, perhaps considering the prices for the rooms. Positive: The staff really were excellent and the food that we did have was good, nice touches with the complimentary bits on offer throughout the day
",0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
135,"Positive: The staff really were excellent and the food that we did have was good nice touches with the complimentary bits on offer throughout the day
Negative: Perhaps things like coffee could be complimentary for guests and maybe a house wine perhaps considering the prices for the rooms ",1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
136,"Positive: requirement in room cleanness, staff friendly gym room availability. Near to Shanzelize
Negative: small hotel location, very small room, hearing other rooms sound high rate",1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
137,"Positive: Family room in the old building was very spacious. Very easy access to central London and Richmond where we had to be for a wedding. Negative: The bar downstairs was extremely noisy when we arrived, it was not exactly a relaxing atmosphere. Air quality in the room was poor not possible to open a window.",1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138,"Negative: nothing could have been done better. Positive: superb everything from the moment you walk in there is an evening turn down service so that when you return in the early evening from your sight, seeing the fire place is turned on classical music is playing there are treats on your bed to snack on and there is a hot water bottle in your bed to warm it up before you turn in. You do feel like royalty 
",0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
139,"Positive: superb everything from the moment you walk in there is an evening turn down service so that when you return in the early evening from your sight seeing the fire place is turned on classical music is playing there are treats on your bed to snack on and there is a hot water bottle in your bed to warm it up before you turn in You do feel like royalty 
Negative: nothing could have been done better ",1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
140,"Negative: nothing could have been better. It was the best stay ever. Positive: It was like being transported back into history and being treated like royalty. Everything you could have wanted was waiting for you at Hotel 41 comfort food ambience 
",0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
141,"Positive: It was like being transported back into history and being treated like royalty Everything you could have wanted was waiting for you at Hotel 41 comfort food ambience 
Negative: nothing could have been better It was the best stay ever ",1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
142,"Negative: Nothing could possibly have been better. Positive: This was a stay for my mother's 85th birthday and she stayed for two nights with her best friend. The attention to detail. the friendliness of staff and the facilities were wonderful. The whole of my family is wanting to find an excuse to go now 
",0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
143,"Positive: This was a stay for my mother s 85th birthday and she stayed for two nights with her best friend The attention to detail the friendliness of staff and the facilities were wonderful The whole of my family is wanting to find an excuse to go now 
Negative: Nothing could possibly have been better ",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
144,"Negative: Positive: This is the most divine hotel we have stayed in. The staff were incredibly attentive and we were made to feel like we were the only people there. Fantastic location and worth the money. We will definitely stay here again 
",0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
145,"Positive: This is the most divine hotel we have stayed in The staff were incredibly attentive and we were made to feel like we were the only people there Fantastic location and worth the money We will definitely stay here again 
Negative:",1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,"Negative: Having stayed at many top hotels in London overall found this hotel a disappoint for all the rave reviews. Room was very poor dark basic and the TV was really far away awkward angle from bed. Also not given any sweets complimentary snacks like the description suggested. No one informed us breakfast was complementary. Also room service ordered was cold and croutons stale. Positive: Staff very good on arrival. Made to feel very welcome. The lobby area was very nice 
",0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
147,"Positive: Staff very good on arrival Made to feel very welcome The lobby area was very nice 
Negative: Having stayed at many top hotels in London overall found this hotel a disappoint for all the rave reviews Room was very poor dark basic and the TV was really far away awkward angle from bed Also not given any sweets complimentary snacks like the description suggested No one informed us breakfast was complementary Also room service ordered was cold and croutons stale ",1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
148,"Negative: Absolutely nothing my stay at Hotel 41 was simply perfect and wonderful. Positive: This hotel is a fabulous hotel. The staff are wonderful and so friendly and can't do enough to make your stay perfect. The attention to detail throughout the hotel is exceptional. I have stayed in several 5 star hotels in the past but Hotel 41 is the best. As it is a small hotel it is just intimate and a wonderful place to stay and relax. The plunder pantry is topped up throughout the day with lots of goodies and also adds something special I can not recommend this Hotel enough. I will definitely stay again without a doubt If you choose this hotel you will not be disappointed I promise you 
",0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
149,"Positive: This hotel is a fabulous hotel The staff are wonderful and so friendly and can t do enough to make your stay perfect The attention to detail throughout the hotel is exceptional I have stayed in several 5 star hotels in the past but Hotel 41 is he best As it is a small hotel it is just intimate and a wonderful place to stay and relax The plunder pantry is topped up throughout the day with lots of goodies and also adds something special I can not recommend this Hotel enough I will definitely stay again without a doubt If you choose this hotel you will not be disappointed I promise you 
Negative: Absolutely nothing my stay at Hotel 41 was simply perfect and wonderful",1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
150,"Negative: Lack of view from room. Although probably not possible given the location. Positive: Excellent service. They consistently over delivered beyond our expectations. The atmosphere in the lounge was very relaxing. Would recommend to everyone 
",0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
151,"Positive: Excellent service They consistently over delivered beyond our expectations The atmosphere in the lounge was very relaxing Would recommend to everyone 
Negative: Lack of view from room Although probably not possible given the location ",1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
152,"Negative: Positive: If you are seeking a unique intimate experience with impeccable service, this is the hotel for you. A world away from your large impersonal hotels there is a very special tranquil feel to Hotel 41. We will be back
",0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
153,"Positive: If you are seeking a unique intimate experience with impeccable service this is the hotel for you A world away from your large impersonal hotels there is a very special tranquil feel to Hotel 41 We will be back
Negative:",1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
154,"Negative: The Hotel room sizes are Tiny for the price and star rating, other hotels in the same street with a lower star rating have much better facilities in the room and room sizes double what mine was at a lower price  Positive: Location
",0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
155,Negative: Air Conditioning was not working very well. And the false fire alarm at 1:30 am Sunday night was not appreciated. Positive: Cleanliness of room.,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
156,"Negative: Positive: Everything The staff could not do enough for you Very polite and ready to be at your service whenever The staff made my husbands birthday extra special Thank you for all the extra touches 
",0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,"Positive: Everything The staff could not do enough for you Very polite and ready to be at your service whenever The staff made my husbands birthday extra special Thank you for all the extra touches 
Negative:",1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
158,"Positive: Location
Negative: The Hotel room sizes are Tiny for the price and star rating, other hotels in the same street with a lower star rating have much better facilities in the room and room sizes double what mine was at a lower price ",1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
159,Positive: Cleanliness of room. Negative: Air Conditioning was not working very well. And the false fire alarm at 1:30 am Sunday night was not appreciated.,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
160,"Negative: Nothing. Positive: The Hotel is superb the staff are wonderful and so friendly. Nothing is too much trouble. We stayed as part of our 40th wedding anniversary celebrations and they made the stay very special. Faultless
",0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
161,"Positive: The Hotel is superb the staff are wonderful and so friendly Nothing is too much trouble We stayed as part of our 40th wedding anniversary celebrations and they made the stay very special Faultless
Negative: Nothing",1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
162,"Negative: Just wish we could have stayed longer. Positive: Everything. Staff, room, hotel location were all amazing. An incredible experience to stay in the best hotel in London 
",0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
163,"Positive: Everything Staff room hotel location were all amazing An incredible experience to stay in the best hotel in London 
Negative: Just wish we could have stayed longer ",1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
164,"Negative: The view from our room was awful. We didn't sleep due to constant noise. Positive: Staff were friendly nothing was too much trouble. There was an abundance of complimentary champagne. Lots of nice touches such as candles and music playing when we returned after a night out 
",0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
165,"Positive: Staff were friendly nothing was too much trouble There was an abundance of complimentary champagne Lots of nice touches such as candles and music playing when we returned after a night out 
Negative: The view from our room was awful We didn t sleep due to constant noise ",1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
166,"Negative: Squeaky floor boards but that was a minor in comparison to everything else. Positive: We loved that it felt like at home. Very relaxed and it had everything that you would need. The complimentary food that little extra touch that made the whole experience a delight 
",0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,"Positive: We loved that it felt like at home Very relaxed and it had everything that you would need The complimentary food that little extra touch that made the whole experience a delight 
Negative: Squeaky floor boards but that was a minor in comparison to everything else ",1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,"Negative: Positive: I took my girlfriend here to propose to her. I'm not exaggerating when I say it was perfect. From the room itself, to the executive lounge. from the staff to the facilities this is a great hotel and one I strongly recommend to anyone looking for a luxury stay. Superb and personalised service from start to finish 
",0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,"Positive: I took my girlfriend here to propose to her I m not exaggerating when I say it was perfect From the room itself to the executive lounge from the staff to the facilities this is a great hotel and one I strongly recommend to anyone looking for a luxury stay Superb and personalised service from start to finish 
Negative:",1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,"Negative: Positive: The overall feel and look of the hotel was excellent classy without being stuffy. Everyone was friendly and warm throughout our stay. Our room was cosy and everything was top quality 
",0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,"Positive: The overall feel and look of the hotel was excellent classy without being stuffy Everyone was friendly and warm throughout our stay Our room was cosy and everything was top quality 
Negative:",1,1,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
172,"Negative: WIFI had an issue on the 2nd day and it was unavailable the remaining days  Positive: Hotel staff were helpful 
",0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
173,Negative: just the location was a little bit of a way out but I knew that when booking it so it wasn't really a problem. Positive: The room was really modern clean and I got a great price for this hotel.,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
174,"Positive: Hotel staff were helpful 
Negative: WIFI had an issue on the 2nd day and it was unavailable the remaining days ",1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
175,Positive: The room was really modern clean and I got a great price for this hotel. Negative: just the location was a little bit of a way out but I knew that when booking it so it wasn't really a problem.,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
176,"Negative: Nothing  Positive: The staff were amazing They couldn t do enough for you and the added touch of roses and candles in our room was lovely 
",0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
177,"Positive: The staff were amazing. They couldn't do enough for you and the added touch of roses and candles in our room was lovely 
Negative: Nothing ",1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
178,"Negative: There are two lifts but they are slow. There were no many variety on the breakfast table. The couch for seating in breakfast hall is not suitable for the table  Positive: Location was the best. Near the heart of paris. Just a few meters walk to Champs Elysses and Arc de triomphe de I Etoile. There is a good Iranian restaurant just a few meters from the hotel on rue Washington. The staff was very very friendly. They were very helpful to us to find our lost luggage on the airfrance flight. The backyard garden is very cousy and calm. You can relax and enjoy the shadow of trees there. Rooms that have view to the street are so large and have balcony 
",0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
179,Negative: The showers looked modern however the pressure of water coming out of the shower head was average at best. Positive: The interior was sleek and relatively modern which was surprising giving that the exterior of the hotel wasn't on par.,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
180,"Positive: Location was the best. Near the heart of paris. Just a few meters walk to Champs Elysses and Arc de triomphe de I Etoile. There is a good Iranian restaurant just a few meters from the hotel on rue Washington. The staff was very very friendly. They were very helpful to us to find our lost luggage on the airfrance flight. The backyard garden is very cousy and calm. You can relax and enjoy the shadow of trees there. Rooms that have view to the street are so large and have balcony 
Negative: There are two lifts but they are slow. There were no many variety on the breakfast table. The couch for seating in breakfast hall is not suitable for the table ",1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
181,Positive: The interior was sleek and relatively modern which was surprising giving that the exterior of the hotel wasn't on par. Negative: The showers looked modern however the pressure of water coming out of the shower head was average at best.,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
182,"Negative: Positive: Nice friendly staff. Central location, quite place, good for businees and shopping. Easy way to the airport and buss stations. Close Metro 
",0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
183,Negative: . Positive: Very good breakfast plenty of choice. Friendly and approachable staff. Hotel was very clean and comfortable and very tastefully decorated and furnished. Would stay there again.,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
184,"Positive: Nice friendly staff. Central location, quite place, good for businees and shopping. Easy way to the airport and buss stations. Close Metro 
Negative:",1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
185,Positive: Very good breakfast plenty of choice. Friendly and approachable staff. Hotel was very clean and comfortable and very tastefully decorated and furnished. Would stay there again. Negative: .,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
186,"Negative: Breakfast was very expensive for what it was. Positive: Brilliant staff, beautiful rooms, comfortable beds, free fruit, sweets bottled water 
",0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
187,"Positive: Brilliant staff beautiful rooms comfortable beds free fruit sweets bottled water 
Negative: Breakfast was very expensive for what it was",1,0,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
188,"Negative: Wifi was constantly making me log back in at random 5 minute to 15 intervals for both my phone and my computer. Very frustrating for work  Positive: Nice room
",0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
189,"Positive: Nice room
Negative: Wifi was constantly making me log back in at random 5 minute to 15 intervals for both my phone and my computer. Very frustrating for work ",1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
190,"Negative: NOTHING  Positive: A fantastic place to stay The staff is highly professional and nice and the rooms are just perfect 
",0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
191,"Positive: A fantastic place to stay. The staff is highly professional and nice and the rooms are just perfect
Negative: NOTHING ",1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
192,"Negative: The noise in the room coming from outside. Rooms were not sound proof I would expect 5 star hotels to have that. Positive: The staff. Service. Food. Lounge 
",0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
193,"Positive: The staff Service Food Lounge 
Negative: The noise in the room coming from outside Rooms were not sound proof I would expect 5 star hotels to have that ",1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
194,"Negative: Nothing it was all amazing. Positive: Superb hotel with amazing staff. The executive lounge is amazing and the staff were attentive but not intrusive 
",0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
195,"Positive: Superb hotel with amazing staff The executive lounge is amazing and the staff were attentive but not intrusive 
Negative: Nothing it was all amazing ",1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
196,"Negative: We really could not think of anything we did not like. Positive: Could not say more about the staff. They were pleasant and hard working tending to our every need. The extras were terrific even a lit candle at the sink instead of a night light. They remembered what drink you liked after the first time. We will spread the word. Definitely be back. Perfect place to stay. Small boutique and quiet 
",0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
197,"Positive: Could not say more about the staff They were pleasant and hard working tending to our every need The extras were terrific even a lit candle at the sink instead of a night light They remembered what drink you liked after the first time We will spread the word Definitely be back Perfect place to stay Small boutique and quiet 
Negative: We really could not think of anything we did not like ",1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
198,"Negative: Leaving. Positive: Everything. Best hotel and staff ever. They are attentive and accommodating. Wonderful place to stay if you are in London. We absolutely loved everything about the hotel and wonderful staff. Food was fantastic and rooms were cozy comfortable clean and well appointed 
",0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
199,"Positive: Everything Best hotel and staff ever They are attentive and accommodating Wonderful place to stay if you are in London We absolutely loved everything about the hotel and wonderful staff Food was fantastic and rooms were cozy comfortable clean and well appointed 
Negative: Leaving ",1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
200,"Negative: I didn t like that I had to leave  Positive: What a wonderful hotel staff and superior location I will definitely come back to this little gem 
",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201,"Positive: What a wonderful hotel, staff and superior location. I will definitely come back to this little gem 
Negative: I didn't like that I had to leave ",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
